,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
174,키움저축은행,SB톡톡 회전식정기예금(비대면) (1년단위 변동금리상품),4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
175,푸른상호저축은행,푸른 정기예금,4.20%,3.55%,"362,240",4.30%,복리,12개월,2023-11-09,"예금/대출문의 : 02-545-9000, 공시부서 : 기획부, 02-6255-1114","예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외) : 0.1%p",제한없음,모두가능,"만기 후 보통예금 금리에 연동 (단, 만기 1개월 경과시점까지는 약정금리와 만기시점 동일상품 동일계약기간의 기본금리 중 낮은 금리 적용)","* 중도해지금리
1개월 미만 : 0.20%,
3개월 미만 : 1.70%,
6개월 미만 : 1.95%, 
12개월 미만 : 2.31%,
12개월 이상
- 연단위 기간 : 해당 기간별 가입시점 고시금리 적용
- 연단위 기간 초과분 : 초과기간에 해당하는 가입시점의 중도해지금리 적용 

* 우수고객 중도해지금리 : 실예치기간 기본금리 적용",1,1,"* 해당은행 : 0.1% [예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외)]",,,,,,,,,0.1%,,,,,,,,,,,
176,푸른상호저축은행,푸른 정기예금,4.20%,3.55%,"355,320",4.30%,단리,12개월,2023-11-09,"예금/대출문의 : 02-545-9000, 공시부서 : 기획부, 02-6255-1114","예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외) : 0.1%p",제한없음,모두가능,"만기 후 보통예금 금리에 연동 (단, 만기 1개월 경과시점까지는 약정금리와 만기시점 동일상품 동일계약기간의 기본금리 중 낮은 금리 적용)","* 중도해지금리
1개월 미만 : 0.20%,
3개월 미만 : 1.70%,
6개월 미만 : 1.95%, 
12개월 미만 : 2.31%,
12개월 이상
- 연단위 기간 : 해당 기간별 가입시점 고시금리 적용
- 연단위 기간 초과분 : 초과기간에 해당하는 가입시점의 중도해지금리 적용 

* 우수고객 중도해지금리 : 실예치기간 기본금리 적용",1,1,"* 해당은행 : 0.1% [예금 가입일 기준 예금거래기간 3년 이상, 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외)]",,,,,,,,,0.1%,,,,,,,,,,,
177,CK저축은행,"정기예금(인터넷,모바일,비대면)",4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
178,CK저축은행,"정기예금(인터넷,모바일,비대면)",4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-11-07,"영업부,0332528411",없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,스마트폰 및 인터넷 전용가입,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
179,디에이치저축은행,정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,영업점,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
180,디에이치저축은행,정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,영업점,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
181,HB저축은행,스마트정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
182,HB저축은행,스마트정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
183,HB저축은행,정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
184,HB저축은행,정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
185,HB저축은행,e-정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
186,HB저축은행,e-정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
187,케이비저축은행,kiwi회전식정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-11-07,"영업추진부, 0221468265",없음,제한없음,온라인,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 가입기간 36개월로 매 회전주기(1년)마다 자동회전되는 회전정기예금(변동금리상품)
- 가입금액 : 100만원이상",4,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
188,케이비저축은행,kiwi회전식정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-11-07,"영업추진부, 0221468265",없음,제한없음,온라인,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 가입기간 36개월로 매 회전주기(1년)마다 자동회전되는 회전정기예금(변동금리상품)
- 가입금액 : 100만원이상",4,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
189,오에스비저축은행,인터넷OSB회전식정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-10-31,(예/적금) 고객지원팀 1644-0052 (공시) 전략분석팀 1644-0052,* 가입시점: 고시된 정기예금 12개월 이율 + 0.1% 우대이율 적용 * 회전시점: 회전구간 시작일에 고시된 정기예금 12개월 이율 + 0.1% 우대 이율 적용,제한없음,온라인,"-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용
-만기후 1개월 경과 : 보통예금 금리 적용","-가입금액 : 100만원 이상
-금리 
1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율 
2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율
(회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용)",4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
190,오에스비저축은행,인터넷OSB회전식정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-10-31,(예/적금) 고객지원팀 1644-0052 (공시) 전략분석팀 1644-0052,* 가입시점: 고시된 정기예금 12개월 이율 + 0.1% 우대이율 적용 * 회전시점: 회전구간 시작일에 고시된 정기예금 12개월 이율 + 0.1% 우대 이율 적용,제한없음,온라인,"-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용
-만기후 1개월 경과 : 보통예금 금리 적용","-가입금액 : 100만원 이상
-금리 
1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율 
2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율
(회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용)",4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
191,오에스비저축은행,OSB회전식정기예금,4.20%,3.55%,"355,320",4.20%,단리,12개월,2023-10-31,(예/적금) 고객지원팀 1644-0052 (공시) 전략분석팀 1644-0052,* 가입시점: 고시된 정기예금 12개월 이율 + 0.1% 우대이율 적용 * 회전시점: 회전구간 시작일에 고시된 정기예금 12개월 이율 + 0.1% 우대 이율 적용,제한없음,영업점,"-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용
-만기후 1개월 경과 : 보통예금 금리 적용","-가입금액 : 100만원 이상
-금리 
1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율 
2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율
(회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용)",4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
192,오에스비저축은행,OSB회전식정기예금,4.20%,3.55%,"362,240",4.20%,복리,12개월,2023-10-31,(예/적금) 고객지원팀 1644-0052 (공시) 전략분석팀 1644-0052,* 가입시점: 고시된 정기예금 12개월 이율 + 0.1% 우대이율 적용 * 회전시점: 회전구간 시작일에 고시된 정기예금 12개월 이율 + 0.1% 우대 이율 적용,제한없음,영업점,"-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용
-만기후 1개월 경과 : 보통예금 금리 적용","-가입금액 : 100만원 이상
-금리 
1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율 
2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 + 0.1% 우대 이율
(회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용)",4,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
193,금화저축은행,비대면-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
194,금화저축은행,비대면-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
195,금화저축은행,"회전정기예금(1년단위,변동금리)",4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-10,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 최종회전이율과 만기 시 신규약정이율 중 낮은이율
- 만기 후 1개월 초과 : 보통예금 이율","- 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
-중도해지이율 : 매1년 회전주기 단위로 중도해지 이율 적용(1개월 이내 : 마지막 만기주기에 적용한 약정금리, 1개월초과 : 보통예금 금리)",1,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
196,금화저축은행,"회전정기예금(1년단위,변동금리)",4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-10,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 최종회전이율과 만기 시 신규약정이율 중 낮은이율
- 만기 후 1개월 초과 : 보통예금 이율","- 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
-중도해지이율 : 매1년 회전주기 단위로 중도해지 이율 적용(1개월 이내 : 마지막 만기주기에 적용한 약정금리, 1개월초과 : 보통예금 금리)",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
197,금화저축은행,e-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
198,금화저축은행,e-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
199,금화저축은행,"e-회전정기예금(1년단위,변동금리)",4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 최종회전이율과 만기 시 신규약정이율 중 낮은이율
- 만기 후 1개월 초과 : 보통예금 이율","- 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
-중도해지이율 : 매1년 회전주기 단위로 중도해지 이율 적용(1개월 이내 : 마지막 만기주기에 적용한 약정금리, 1개월초과 : 보통예금 금리)",1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
200,금화저축은행,"e-회전정기예금(1년단위,변동금리)",4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-10,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 최종회전이율과 만기 시 신규약정이율 중 낮은이율
- 만기 후 1개월 초과 : 보통예금 이율","- 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
-중도해지이율 : 매1년 회전주기 단위로 중도해지 이율 적용(1개월 이내 : 마지막 만기주기에 적용한 약정금리, 1개월초과 : 보통예금 금리)",1,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
201,다올저축은행,Fi 정기예금 (대면),4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-13,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
202,다올저축은행,Fi 정기예금 (대면),4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-13,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
203,다올저축은행,Fi 정기예금 (비대면),4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-13,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
204,다올저축은행,Fi 정기예금 (비대면),4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-13,(고객문의) 1544-6700 (공시담당) 기획팀,없음,제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
205,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-03,"영업6팀, 0622207236",-,제한없음,온라인,"*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
206,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-03,"영업6팀, 0622207236",-,제한없음,온라인,"*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
207,디비저축은행,M-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-02,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 최고우대금리 : 0.1% - 모바일 가입시 : 연 0.1% - 12개월 이상 ~ 13개월 미만 모바일 가입시 : 연 0.05%,개인고객,온라인,"*1개월 이하: 기본이율
*1개월 초과: 0.5%",최소가입금액: 10만원 이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
208,디비저축은행,M-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-02,"고객문의 1600-4902, (공시)개인금융팀 0237051684",* 최고우대금리 : 0.1% - 모바일 가입시 : 연 0.1% - 12개월 이상 ~ 13개월 미만 모바일 가입시 : 연 0.05%,개인고객,온라인,"*1개월 이하: 기본이율
*1개월 초과: 0.5%",최소가입금액: 10만원 이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
209,삼호저축은행,정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-14,"경영관리부,063-900-2110","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2021.07월28일 현재 보통예금 이율 0.5%)",없음,영업점,없음,없음,3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
210,삼호저축은행,정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-14,"경영관리부,063-900-2110","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2021.07월28일 현재 보통예금 이율 0.5%)",없음,영업점,없음,없음,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
211,삼호저축은행,정기예금(인터넷-모바일),4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-14,"경영관리부,063-900-2110","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2021.07월28일 현재 보통예금 이율 0.5%)",없음,온라인,없음,없음,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
212,삼호저축은행,정기예금(인터넷-모바일),4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-14,"경영관리부,063-900-2110","만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2021.07월28일 현재 보통예금 이율 0.5%)",없음,온라인,없음,없음,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
213,안국저축은행,정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
214,안국저축은행,정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,영업점,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
215,안국저축은행,정기예금(비대면),4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
216,안국저축은행,정기예금(비대면),4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
217,안국저축은행,e-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
218,안국저축은행,e-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-10-31,"(여신팀,031-941-7271)",없음,제한없음,온라인,"1.만기후 1개월 이내 : 신규시점 해당 정기예금 이율 적용 (단, 신규시점이율과 만기시점이율을 비교하여 낮은금리적용), 만기후 1개월 이후 : 보통예금 이율",없음,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
219,영진저축은행,e-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
220,영진저축은행,e-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
221,영진저축은행,m-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
222,영진저축은행,m-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
223,영진저축은행,SB톡톡-정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
224,영진저축은행,SB톡톡-정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-11-08,영업부 0326512121,없음,내국인 대상,온라인,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",10만원이상 가입가능,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
225,한국투자저축은행,비대면 정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
226,한국투자저축은행,비대면 정기예금,4.15%,3.51%,"351,090",4.15%,단리,12개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
227,한국투자저축은행,인터넷정기예금,4.15%,3.51%,"357,846",4.15%,복리,12개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
