,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
104,고려저축은행,정기예금(비대면),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
105,고려저축은행,정기예금(비대면),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-26,"영업추진팀,051-640-9023",-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
106,금화저축은행,정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-09,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
107,금화저축은행,정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-09,"경영지원팀,032-452-6043",창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
108,라온저축은행,정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-10,기획총무팀 070-5020-2906,- 수성지점가입시 0.3% 우대금리적용(1년),제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
109,라온저축은행,정기예금 비대면,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-12,기획총무팀 070-5020-2906,-,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
110,머스트삼일저축은행,비대면정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-04,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
111,머스트삼일저축은행,비대면정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-04,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
112,머스트삼일저축은행,e-정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-04,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
113,머스트삼일저축은행,e-정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-04,경영관리팀 0542754060,없음,제한없음,온라인,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
114,모아저축은행,정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-01,"기획실, 0324303417",없음,제한없음,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,1인당 가입금액 : 10만원 이상,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
115,모아저축은행,정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-01,"기획실, 0324303417",없음,제한없음,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,1인당 가입금액 : 10만원 이상,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
116,모아저축은행,e-모아 정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-01,"기획실, 0324303417",없음,제한 없음,온라인,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,1인당 가입금액 : 10만원 이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
117,모아저축은행,e-모아 정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-01,"기획실, 0324303417",없음,제한 없음,온라인,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,1인당 가입금액 : 10만원 이상,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
118,모아저축은행,6개월 회전 정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-30,"기획실, 0324303417",없음,제한없음,온라인,"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",1인당 가입금액 : 10만원 이상,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
119,모아저축은행,6개월 회전 정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-30,"기획실, 0324303417",없음,제한없음,온라인,"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",1인당 가입금액 : 10만원 이상,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
120,스카이저축은행,비대면회전(6M)정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-13,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 최종만기시점 동일기간상품 신규 약정이율 *만기후 1개월 초과 :보통예금이율,"* 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동",2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
121,스카이저축은행,비대면회전(6M)정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-13,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 최종만기시점 동일기간상품 신규 약정이율 *만기후 1개월 초과 :보통예금이율,"* 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동",2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
122,스카이저축은행,회전(6M)정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-13,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,"* 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동",2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
123,스카이저축은행,회전(6M)정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-13,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,"* 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동",2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
124,오성저축은행,정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
125,오성저축은행,정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
126,오성저축은행,회정식정기예금6M,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
127,오성저축은행,회정식정기예금6M,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
128,오투저축은행,비대면 정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
129,오투저축은행,비대면 정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
130,오투저축은행,E-정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
131,오투저축은행,E-정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-06,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
132,조흥저축은행,e-정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
133,조흥저축은행,e-정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-24,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
134,주식회사 케이뱅크,코드K 정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-20,"수신팀, 02-3210-7312",우대조건 없음,만 17세 이상 실명의 개인 및 개인사업자,온라인,"만기 후 
- 1개월 이내 : 만기시점 기본금리 X 50%
- 1개월 초과~6개월 이내 : 만기시점 기본금리 X 30%
- 6개월 초과 : 연 0.20%","가입금액 : 1백만원 이상
가입기간 : 1개월~36개월",2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
135,키움저축은행,비대면 회전식정기예금 (6개월단위 변동금리상품),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
136,키움저축은행,비대면 회전식정기예금 (6개월단위 변동금리상품),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
137,키움저축은행,회전식정기예금 (6개월단위 변동금리상품),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
138,키움저축은행,회전식정기예금 (6개월단위 변동금리상품),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
139,키움저축은행,회전식정기예금 (6개월단위 변동금리상품) (분당지점 창구전용),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
140,키움저축은행,회전식정기예금 (6개월단위 변동금리상품) (분당지점 창구전용),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
141,키움저축은행,SB톡톡 회전식정기예금 (비대면) (6개월단위 변동금리상품),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
142,키움저축은행,SB톡톡 회전식정기예금 (비대면) (6개월단위 변동금리상품),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
143,페퍼저축은행,페퍼스 6개월회전정기예금(디지털페퍼앱) (6개월 단위 변동금리상품),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,온라인,"* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
144,페퍼저축은행,6개월 회전정기예금 (6개월 단위 변동금리상품),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,영업점,"* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
145,페퍼저축은행,"6개월 회전정기예금 (인터넷, 모바일,비대면) (6개월 단위 변동금리상품)",4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-11-03,예금담당자 03180159344 대출문의 15990722,우대사항없음,제한없음,온라인,"* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",최소가입금액: 10만원 이상,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
146,한국스탠다드차타드은행,e-그린세이브예금,4.00%,3.38%,"169,200",4.20%,단리,6개월,2023-10-20,SC제일은행 고객센터 1588-1599,1.SC제일은행 최초 거래 신규고객에 대하여 우대 이율을 제공함 (보너스이율0.2%) 2.SC제일마이백통장에서 출금하여 이 예금을 신규하는경우에 보너스이율을 제공함 (가입기간:1년제/ 보너스이율:0.1% / 만기해약하는 경우에 한해 보너스이율을 적용함),개인(개인사업자 포함),온라인,"만기 후 1개월: 약정이율의 50%
만기 후 1개월 초과 1년 이내: 약정이율의 30%
만기 후 1년 초과: 약정이율의 10%","디지털채널 전용상품 (인터넷, 모바일뱅킹)",1,4,* 최초거래 : 0.2%,,,,,0.2%,,,,,,,,,,,,,,,
147,디에이치저축은행,정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,영업점,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
148,디에이치저축은행,정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,영업점,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
149,디에이치저축은행,정기예금(비대면),4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,온라인,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
150,디에이치저축은행,정기예금(비대면),4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-25,"수신팀, 051-860-0041",없음,제한없음,온라인,"*1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율",없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
151,제이티저축은행,정기예금,4.00%,3.38%,"170,616",4.10%,복리,6개월,2023-10-24,경영관리팀 0317880534,-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),제한없음,영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
152,제이티저축은행,정기예금,4.00%,3.38%,"169,200",4.10%,단리,6개월,2023-10-24,경영관리팀 0317880534,-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),제한없음,영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
153,제이티저축은행,e-정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-24,경영관리팀 0317880534,없음,제한없음,온라인,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
154,제이티저축은행,e-정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-24,경영관리팀 0317880534,없음,제한없음,온라인,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
155,엠에스상호저축은행,e-정기예금,4.00%,3.38%,"169,200",4.00%,단리,6개월,2023-10-30,"기획회계팀,053-742-4411",없음,인터넷뱅킹 및 스마트폰 뱅킹 신청자,온라인,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
156,엠에스상호저축은행,e-정기예금,4.00%,3.38%,"170,616",4.00%,복리,6개월,2023-10-30,"기획회계팀,053-742-4411",없음,인터넷뱅킹 및 스마트폰 뱅킹 신청자,온라인,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
157,농협은행주식회사,NH왈츠회전예금 II,3.95%,3.34%,"167,085",4.05%,단리,6개월,2023-11-10,"마케팅지원부, 02-2080-7799(여신), 7776(수신)",1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p 2. 트리플 회전 우대이율 : 4회전기간부터 0.1%p,개인,모두가능,"만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",1,10,"* 급여이체 : 0.1% [ 50만원 이상]
* 기타 : 0.1% [ 트리플회전 4회전기간부터 적용] ",0.1%,,,,,,,,,,,,,0.1%,,,,,,
158,민국저축은행,정기예금,3.90%,3.30%,"166,316",3.90%,복리,6개월,2023-11-01,"기획팀, 02-2271-0071",* 최대우대금리 : 0.1% - 창구에서 1년이상 재예치 하는 경우 + 0.1%p,제한없음,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
159,민국저축은행,정기예금,3.90%,3.30%,"164,970",3.90%,단리,6개월,2023-11-01,"기획팀, 02-2271-0071",* 최대우대금리 : 0.1% - 창구에서 1년이상 재예치 하는 경우 + 0.1%p,제한없음,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
160,스카이저축은행,정기예금,3.90%,3.30%,"164,970",3.90%,단리,6개월,2023-11-01,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
161,스카이저축은행,정기예금,3.90%,3.30%,"166,316",3.90%,복리,6개월,2023-11-01,"영업부, 02-3485-4196",없음,제한없음,영업점,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
162,스카이저축은행,b-정기예금,3.90%,3.30%,"164,970",3.90%,단리,6개월,2023-11-07,"영업부, 02-3485-4196",없음,제한없음,온라인,*만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율,최소금액:10만원이상,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
