상품명,제목,날짜,본문,댓글
대구은행 적금, 대구은행 매주 목요일 오후3시 선착순 560명 적금 연6% 쿠폰 지급!(~11/30) ,2023.10.25. 23:00,"대구은행에서 매주 목요일 오후 3시에조건 없이 선착순 560명에게 연 6% 적금 쿠폰 발행하네요.적금 상품인데 iM뱅크 첫 로그인만 해도 연 6% 적금 가입 가능한 쿠폰 준다는데 저는 이미 회원이라서 안되네요.주택청약저축 가입해도 준다는데 그것도 저는 통장이 있어서...ㅠ적금이나 주택청약 관심 있으신 분은 참고하세요~적금이랑 청약 가입하면 메가커피 아메쿠폰 1인당 5장 지급하는 이벤트도 있어요.​https://mbanking.dgb.co.kr/com_ebz_mbs_00001.act?svcld=hlp_ebz_sbs_10031_bord&SEQ=E00000875710



 





DGB대구은행
로그인 단어검색 메인메뉴
mbanking.dgb.co.kr






 















































​",['이벤트 1번은 신규 아니더라도 가입 가능하더라구요 ~~~ 저도 기존 회원인데 오늘 쿠폰 받아서 적금 가입했어요 😊']
대구은행 적금, 대구은행 적금 만기됐어요ㅎ ,2021.08.18. 17:32,2년전 핀크앱에서 가입한 대구은행 적금이 만기되었네요ㅎㅎ 370만원 정도라 많은 금액은 아니지만 보람되네요ㅎ,['축하드립니다^^ 2년동안 수고하셨어요~']
대구은행 적금, 대구은행 적금 만기 등 ^^ ,2021.08.05. 12:42,"이번달에 핀크앱에서 대구은행과 콜라보로 했던 적금이 만기되어 들어왔고, 어제는 2011년부터 5년 붓고 5년 거치하면​찾을 수 있는 보험저축이 만기되어 또 들어오고 ㅎㅎ 기분이 좋네요~ 얼마 안되지만 그래도 부자된 기분이고 주말에 맛​난 거라도 사먹으려구여 ㅋㅋㅋ",['와~ 기쁨이 두배겠어요~^^ 축하합니다~']
대구은행 적금, 대구은행 적금6.0/예금5.0 ,2023.01.05. 11:05,"대구은행 이율쿠폰 행사하네요!1금융치곤 괜찮지 않나요?



 














​",['감사합니다~']
대구은행 적금, 대구은행 더쿠폰적금 ,2023.11.02. 18:33,2번의 도전끝에 성공한 더쿠폰적금!벌려놓은게 너무 많아서 감당이 될지모르겠어요 😂 미래의 저에게 맡겨봅니다. 힘내라!🤣,[]
대구은행 적금, 대구은행 T high5  5%적금 만기됐어요 (캐시백포함) ,2021.06.18. 13:24,"2019년에 핀크에서 SKT×대구은행 콜라보로 만든T high5 적금이 만기됐습니다5% 고금리적금이지만 월15만원이라서 크진않네요​15만원씩 2년이라  원금 360만원인데선납이 가능한 적금이라 미리 선납해놨던 적금이에요​



 














​​어제 대구은행계좌로 원금+이자  3,770,035원 들어왔고오늘 핀크머니로 캐시백 37,500원도 받았네요.​​사실 저는 선납적금이 처음이라이게 진짜 선납효과가 있는건지 .. 다른 만기되신분들도 궁금하네요이런적금 또 나와주면 좋겠어요",['선납하셔서 실제 정기적금보다 4만8천원가량(캐쉬백포함) 더 나오셨네요~']
대구은행 적금, T high5대구은행 콜라보 적금 만기 ,2021.07.23. 16:22,엊그제 Thigh5랑 대구은행에서 콜라보한 2년 적금 만기됐어요 ㅠㅠㅠ 처음에는 한참멀었다고 생각했는데 대학원 졸업하고 조금 지내다보니 어느새 만기가 됏어요 ㅠㅠㅠㅠㅠㅠ다른 멤버분들도 좋은 상품으로 꾸준히 저축하시다가 만기하시길 바래용 헿ㅎㅎ 뿌듯하고 기분이 좋네용,['축하해요!! 짝짝짝']
대구은행 적금, 대구은행 T high적금 만기되었는데요(질문) ,2021.05.25. 15:16,가입할때 핀크앱깔고 가입했다가 안써서 지웠구적금 확인은 IM뱅크 라고 대구은행에서 쓰라고 한 어플로 확인했어요  만기되서  해지하고 싶은데 어찌해야하는지..? 그냥 IM뱅크 어플로 해지해도 괜찮을가요?? 우대금리도 저는 다 채워서 받을 수 있는데 핀크로 해지해야만 인정되는건지 궁금해서요... 답변부탁드립니다 ㅠㅠ,"['1588-5050 ,1566-5050 전화해보세요~ 만기축하드려요~']"
대구은행 적금, 적금질문드립니다! 이런경우 선납이연 불가인가요? ,2023.01.09. 17:14,"​​안녕하세요! 동경주농협 해지하고ㅠㅠ대구은행 적금 6프로 1년짜리 가입하려는데요,저런 조건인경우 선납이연이 불가한가요?",['선납이 안되는것 같은대요?']
농협은행주식회사 적금, 새마을금고 정부는 안전하다는데 믿어도되나요 ,2023.07.26. 04:06,예금해약하고손해가큽니다정부를 믿어도되나요새마을금고 다시 금리가좋아서예금생각하는데회원님들생각은어떠신가요갈등되네요새마을금고만큼금리가좋은곳은없네요ㅡㅡㆍ,['믿고 안 믿고는 본인 맘 이겠죠? \n전 새마을금고 예적금 하나도 해약 안했습니다.\n5000이하는 괜찮다고 봅니다. 전\n\n새마을이 불안하면 신협 농협 저축은행도 못해요\n\n님이 맘이 불편하심 1금융 가시고 \n괜찮다 하심 새마을 하시구요.\n\n참고로 1금융에 넣을 생각 없습니다. ㅎㅎ\n토스 카뱅 자유적금(소액)은 들어가 있네요. ㅎㅎ']
농협은행주식회사 적금, 이 기사 보셨나요?새마을금고 안전한건가요?적금 빼야할지..ㅠ ,2022.06.14. 23:38,"https://n.news.naver.com/article/018/0005241710



 








[단독]美 뉴욕 부동산 디폴트…수천억 날린 국내 기관들 ‘날벼락’
미국 뉴욕의 한 오피스빌딩이 채무불이행 상태에 빠지면서 수천억 대출을 내줬던 국내 기관투자자들이 투자금을 날리게 됐다. 대체투자 강화 분위기 속에 비우량 해외부동산에 투자했던 사례가 적지 않아 추가 부실 사례가 잇따
n.news.naver.com






 



나머지 은행은 어디일까요..ㅠ 불안해지네요..",['저는 이상하게 불안해서 얼마전에 2금융권 돈 다빼서 우체국에 넣었어요']
디비저축은행 적금, [비타민767🍋] 1인 한달 15만원 살기 / 230411 / 무지출 8회 / 이벤트 ,2023.04.11. 18:47,"안녕하세요 비타민767입니다!소비는 1인, 저축은 2인 (예비 신혼부부)​​​​​​​-오늘의 지출: 무지출 8회



 














오늘도 집밥으로 무지출했어요!​​​​-오늘의 앱테크 현금화: 3,200원



 














​​​​​-오늘의 득템:



 




































-토스 브랜드콘 콘칩-DB이벤트 GS 모상 1천원권-하나 타이밍 적금 메가커피 아메리카노 1잔​​​​-오늘의 재테크 공부:



 

























-재테크 책 읽기✔️-부수입 위한 책 읽기✔️​​​​-오늘의 이벤트:(1) 하나 타이밍 적금 4/11 11시 30분까지 라이브 방송 통해 가입하면 하나머니 1,000+메가커피 아메리카노 1잔[하나은행][LIVE하나] 하나 타이밍 적금 라이브방송 이벤트https://mbp.hanabank.com/oneqplus.jsp?MENUM/mbp/resource/html/BCUS/BCUS13/BCUS1301001_T01.html?link=/cont/customer/event/1490027_148226.jsp​(추후 하나머니 적립 때문에 저처럼 타이밍 적금 안들고 기다리고 있던 분들 오늘 안에 가입하세요!)​​​(2) 에이닷 야구 루틴 설정(추첨 300명 교촌 허니 순살+ 이외 야구 관련 경품)



 














​-4월 정산 (~4/11)잔액: 32,640원부수입: 891,360원(1)월세: 560,000원(2)앱테크 현금화: 148,900원(3)이자: 102,460원(4)알바: 80,000원​​​",['오오 디비 성공하셨군용!\n하나적금 너무조아요 오늘을 기다렸쒀여 캬캬💗']
SBI저축은행 적금, 파킹통장에 진심인 저축은행 (3%이상) ,2022.09.20. 17:42,"SBI저축은행 (사이다) 모바일로만 가입가능  장점 : 입출금 ATM무료페퍼저축은행 (페퍼스) 단점 : 자꾸 파킹통장을 만들면서 전환 불가, 페퍼룰루만 있고 적금 있으면 개설불가웰컴저축은행 단점 : 자동이체, 월급이체(100만원), 조건 만족해야 다음달 최고금리OK저축은행 단점 : 자꾸 파킹통장을 만들면서 전화불가였으나        사이다의 3.2%대응으로 기존 통장도 혜택가능해짐하나저축은행 단점 : 매달말일 200만원 잔고 유지해야 최고 금리          조건 만족해야 다음달 최고금리​이제 3%에서 3.3% 고르면 되네요.​전 내일부터 OK저축은행 e-파킹 대박통장으로 가네요.","['토스뱅크는 아직도 2퍼, 너무 심하던데 갈아탈까 고민중이네요']"
SBI저축은행 적금, 저축은행 full로 활용하기 ,2022.07.18. 20:16,"요즘은 하도 이자가 들쑥 날쑥하여, 맨날 계산기 두드리며 옮겨 다니고, 예금자 보호 준수하고 머리는 아프지만, 그래도 돈이 돈을 버는 시대가 온 듯 합니다. 한 번씩 건전성 때문에 걱정되기는 하지만 저는 아래와 같이 저축은행을 풀로 활용하고 있습니다. 현재 이율이나 상품 궁금하시면 참고되었으면 합니다. ​(상상인 크크크)크크크 회전 정기예금: 3천, 3.36%, 1년크크 정기 예금(복리)"" 2천, 2.7%, 1년​(상상인 뱅뱅뱅)뱅뱅뱅 정기 예금(복리): 2천, 2.41%, 6개월뱅뱅뱅 정기 예금(복리): 3천, 2.7%, 1년뱅뱅뱅 회전 정기예금: 1천, 3.51%, 1년​※상상인 계열은 토스 대용으로 1개월(2.21%), 3개월(2.41%) 주로 활용하였으나, 타은행 파킹이 이제 2.5%를 넘어서서 효용이 많이 떨어졌습니다.  ​(웰컴디지털뱅크)웰컴직장인 파킹: 2천, 3.0%, 파킹웰컴 정기 예금(복리): 3천, 2.5%, 1년​※최대 금액 기준으로 최강 파킹통장 웰컴입니다. 급여/자동이체/마케팅동의 필요하고 한도 5천까지 입니다. ​(토스뱅크)입출금통장(파킹): 3백, 2%, 파킹​※주 통장으로 사용했고, 매일 이자 지급으로 일 복리를 제공하였으나, 현재 금리 경쟁에서 많이 뒤쳐지고 있습니다. ​ (BNK저축은행)삼삼한 정기 예금: 1천, 3.76%, 1년BNK 타이거 파킹: 5백, 2.2%BNK 자유 적립예금: 6백, 3.65%, 1년​※저번 주 기준 가장 강력한 예금상품을 제공한 떠오르는 BNK입니다. 파킹 2.2%는 5백만원까지이니 참고하시고, 수시 적립 예금은 타사 대비 우수한 편이라, 토스의 이자나 기타 소득이 생기면 이용합니다. ​ (키위뱅크)정기 예금: 1천, 3.1%, 1년​※저축 습관 기르려 백일 적금 열심히 했는데 요즘 금리는 눈에 띄는 편은 아니네요.​ (SBI저축은행)사이다 파킹: 1천5백, 2.2%, 파킹정기 예금: 5천, 2.4%, 1년​※1위 업체인만큼 ""따라올테면 따라와봐라""고 점잖은 행보를 보이다 요즘은 3.53% 등 공격적인 금리 인상을 하고 있습니다. 파킹 통장은 2.2% 대이나, 특별한 우대 조건을 걸지 않으니, 토스 이용하시는 분들 5천 한도 이내에서 활용하시길 추천드립니다.​ (OK 저축은행)읏 파킹통장: 1천, 3.2%, 파킹읏 정기 예금: 4천4백, 2.5%, 1년​※지들 맘대로 이자를 올렸다 내렸다 하는 애증의 OK 저축이나, 현재 파킹통장 최강 3.2%를 제공합니다. (한도 1천만원), 전체적인 금리 인상 경쟁에서 presence가 아주 강한 은행입니다만, 언제 뒤통수 칠 주 모르니, 문자나 까페 글 자주 확인하셔야 합니다. ​저축은행 활용기를 몇 가지로 요약해보자면, - 금리 인상 시기에 파킹 통장을 최대한 활용할 것. ※ ok(3.2%, 1천 한도) → 웰컴(3.0%, 5천) → 하나저축은행(2.5%, 3천)  → 사이다(2.2%, 5천) → BNK(2.2%, 5백) - 만기가 6개월 이내 상품은 해지 말고 갈 것- 예금자 보호 금액 및 파킹 통장 최대 한도 금액을 숙지하고 지켜 최대한 활용할 것- 통장의 용도(생활비/저축/투자 등)를 구분 운영하여 관리를 용이하게 할 것- 까페글에 관심분야를 등록하여, 새로운 정보를 빨리 받을 것(특판은 한도가 항상 있습니다)- 목돈을 굴리려면, 적금보다는 예금/파킹을 활용할 것 (적금 이자를 예금으로 치환하면 50% 겨우 넘습니다.)​모두들 현명한 투자 하시길 기원합니다.",['ok한테 지난번 통수맞은게 생각나네요']
SBI저축은행 적금, sbi입출금3퍼이상 금리올랐네요 ,2022.10.17. 20:53,"제목 SBI저축은행[Web발신][SBI사이다보통예금 금리인상 안내]​고객님께서 보유중이신 SBI사이다보통예금 기본금리가 인상되어 안내드립니다.​▶SBI사이다보통예금 기본금리   세전 3.0% (변경 전 1.5%)   * 우대조건에 따라 3.0%~3.9%​▶금리변경일   2022.10.17(월)* 변동일부터 변동된 이율 적용 : '22.10.16까지 기본금리 1.5% 적용, '22.10.17부터 기본금리 3.0% 적용​▶우대금리 조건① 결산월 직전 3개월 동안 매월 건당 50만원이상 입금 실적 있는경우 연 0.2%p(당행 동일인 계좌 간 이체는 제외)② 스마트뱅킹으로 이체 및 예/적금 신규 시 연 0.1~0.2%p* 결산월 직전 3개월 동안 매월 1회 이상 스마트뱅킹 앱을 통한 이체 실적이 있는 경우 : 0.1%p* 결산월 직전 3개월 동안 1건 이상 스마트뱅킹 앱을 통한 예/적금을 신규 가입한 경우 : 0.1%p③ 결산월 직전 3개월 동안 체크카드 사용실적에 따라 우대이율 연 0.1~0.5%p(법인은 우대이자율 적용 제외)​▶이자의 지급시기* 매분기 마지막월(3,6,9,12월) 두번째 일요일을 결산기준일로 하여 익영업일 원금에 가산​▶가입한도 : 제한없음* 50억원을 초과하는 부분에 대하여는 영업점 및 저축은행 홈페이지에 게시된 보통예금 고시이율 적용​▶상품설명 자세히 보기☞https://m.sbisb.co.kr/MHPPRODmndp0102v.web?prodCd=130005&prodBankCd=028​​* 예금자보호안내본 상품은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다. * 계약체결 전 상품의 주요내용 및 유의사항에 대하여 충분한 설명을 받을 권리가 있으며, 상품설명서 및 약관을 이해한 후 거래할 것을 권고드립니다.* 법적 지급 제한 등이 등록되거나 사고신고가 등록된 경우 잔액의 출금/입금/해지가 제한됩니다.​☎고객센터 1566-2210 ☎무료수신거부 080-832-4120



 





SBI사이다보통예금 상품정보 | SBI저축은행
SBI사이다보통예금 입출금자유 상품 예금자보호 영업점가입 상품종류 자유입출금 적립(저축)방식 입출금자유 상품 가입대상 개인,개인사업자,법인사업자 이자지급방식 결산이자원가식, 매분기 마지막 월(3, 6, 9 ,12월) 두 번째 일요일을 결산기준일로 하여 익영업일 원금에 가산 페이스북에 공유하기 트위터에 공유하기 상품개요 - 우대조건 충족 시 최대 0.9% 우대이율 가산 - 다양한 수수료 면제혜택 - 1인1계좌 가입기간 무제한 예금자보호안내 이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는 귀하...
m.sbisb.co.kr","['다소 이해가 어려워서 한참을 헤맸습니다.SBI 저축은행은 일반 어플이 있고사이다뱅크라는 개별 비대면전용 어플이 있는데그중에SBI 저축은행쪽 어플로 들어가는 입출금 상품을 적으신거네요.  (인터넷 뱅킹도 됨,  사이다는 인터넷 뱅킹안됨)사이다뱅크 라는 어플에서 만든 입출금 구좌는  현재 3.2로 운영중이거든요.운영은 각각 개별로 하는데예금자보호 한도는 합쳐서 5천만원입니다.비대면 전용 사이다뱅크 라는 어플로 입출금이든, 예금이든 만드는게 좀더 금리가 높습니다.물론 3개월동안 카드제외하고  나머지 쉬운 실적을 채우면3.4까지 받을 수 있어서 사이다 3.2 보다 SBI쪽이 더 좋네요.제생각에 3.2 사이다도 다음달 중순이나 말쯤되면 3.5이상으로 오를거 같지만요. (11월2일 미국금리 인상예쩡,  12월13일 미국금리 발표예정)']"
SBI저축은행 적금, 5천만원 이상 파킹통장 어디 먼저 열어야하나요? ,2023.07.28. 23:49,"까페 알게된지가 얼마 안돼서 고민이 많은 날들입니다.적금이 줄줄이 만기되면서 파킹통장을 개설하고싶은데요. 금액이 5천만원 이상이면 일순위로1. 농협저축은행3.8%오천까지2. sbi저축은행3.5%일억까지3. 다올4%천까지농협저축 또는 sbi 개설하고, 20일 후에 다올하는게 최선이죠?","['금리 높은게 제일이죠~  농협저축은 모르겠고, 사이다는 3.5프로로 알고 있습니다.']"
SBI저축은행 적금, 지속되는 금리 경쟁! 32살 청년은 1년 예-적금 운용 이렇게 하기로 결정! ,2022.11.15. 19:56,"지난 2일 미 연준에서 자이언트스텝을 또 단행했습니다. 이달 24일, 한은 발표 내용에 따라 다시 한 번 고금리 경쟁이 치열할 것으로(?) 예상되는데요. 물론, 그렇지 않을 수도 있겠지만.. 아무도 확실하게 알 수가 없으므로...^^​개인적으로는 내년에 목돈이 필요할 수도 있어서 더 이상 갈아타기 계획을 하기 보다는 아래의 사진처럼 운용하기로 결정했어요. 여기서, 며칠 전 만기된 예금을 SBI저축은행 복리정기예금 상품에 가입했었는데요. 중도해지 했지만 기본금리 4% 적용을 받아서 쏠쏠하게 이자도 챙기면서, 오늘 열란 안양축산농협 특판으로 갈아타기 완료했네요.^^



 







(정기예금 가입내역 및 이자 비교표)











(정기적금 가입내역 및 이자 비교표)







아무래도, 예-적금 운용을 1곳의 은행에서만 하는게 아니다 보니 '내가 가입한 은행의 이자를 한 눈에 볼 수 있으면' 편하지 않을 까 싶어서 양식을 만들어서 사용하고 있는데요. '가입금액', '월 납입액',  '가입기간', '금리', '이자계산'에 기입만 하면 만기 예상이자를 자동으로 계산해주도록 설정되어 있어서 편한 것 같아요. (제가 볼때는요!! ㅎㅎ) ​사진을 보시는 것처럼 앞으로 1년 동안 더 이상 갈아타기 없이 운용을 하려고 생각중이에요! 그런데! 상상인저축은행 2.7% 상품과 적금 2개 만기가 3개월 내로 돌아오는데 이거는 상황보고 단기 예금 또는 1년 예금으로 운용할 계획입니다.^^​참! 그리고 궁금하지 않으시겠지만! 우리은행은 왜 가입을 했냐면은요! 무슨 이벤트 문자를 받아서, 1백만원만 예치하면 스타벅스 커피 3잔과 소소하게 이자도 챙길 수 있어서 가입했습니다^^ (커피는 사랑이죠~~~♡♡♡)​아무튼! 계속 바뀌는 고금리 특판 경쟁 속에서, 무작정 갈아타기 하시기 보다는 기존 상품의 이자와 중도해지 했을 때 이자. 그리고 갈아탔을 때 이자를 잘 따져보고 계산하셔서 선택을 하셨으면 좋겠습니다!



 









 



고금리 특판은 이제 그만~~ 머리가 지끈지끈~~ 감사합니다~~♥♥♥",['오 대박이에요 멋지게 정리가 됐네요 . .  혹시 실례지만 저 엑셀 파일에서 이자계산은 함수 걸어놓으신건가요 ? ? 세후를 어떻게 계산하는걸까요.. !']
SBI저축은행 적금, 열공녀) 자유적금 ,2022.10.17. 08:42,"풍차 적금 시작했어요~  자유적금입니다.1번 풍차 6개월 4%​​​



 














2번 풍차 오늘 가입이요6개월 4.65%​​한달사이 금리가... ㅡㅡ;;​​​



 









 



​​​자유적금을 든 이유는 아무때나 넣을수 있고만기 하루전에 넣을수 있어 파킹통장같이 쓸수도 있어요~~​문의해보니 만기 하루전까지 입금이 가능하데요~~​​SBI저축은행 사이다  복리자유적금입니다.",['자유적금 어디로 드신 거예요??']
SBI저축은행 적금, 전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’ ,2022.10.21. 07:00,"전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’



 





허지윤 기자입력 2022.10.20 10:51“저축은행은 처음 가입하는 데 괜찮을까요?” 최근 저축은행과 새마을금고, 농협, 수협, 신협 등 상호금융업계(2금융권)가 내놓는 고금리 예·적금 및 특판 상품에 목돈을 넣어두려다, 과거 ‘저축은행 사태’를 떠올리며 가입을 망설이는 사람들이 늘고 있다.‘혹시나’ 하는 불안감에 고민이 된다면, 저축은행의 경영 지표를 통해 좀 더 튼튼한 곳과 아닌 곳을 선별해 예금자보호 한도인 5000만원 이내로 분산해 예치·불입하는 것도 방법이다. 예금자보호법에 따라 원금과 이자를 합쳐 5000만원 이하 예금은 어떠한 경우에도 전액 보호된다.



한 저축은행 창구 전경. /다올금융그룹 제공20일 은행권 정기예금 최고 금리는 4.95%(DGB함께예금), 저축은행권에서 정기예금 최고 금리는 5.95%(동원제일저축은행 회전정기예금)다. 시중은행에 수신 금리 역전을 당한 2금융권이 최근 다시 금리를 올리며 반격에 나섰다. 금리 인상기에 조금이라도 더 이자를 받고 싶은 소비자들은 2금융권 고금리 상품들도 선택지에 올려두고 있다.하지만 이와 동시에 국내 부동산 시장 경기가 급격히 가라앉으면서 부동산 프로젝트파이낸싱(PF) 비중이 큰 저축은행, 새마을금고 등 2금융권의 경영 건전성과 재무 구조가 악화할 수 있다는 우려 역시 커진 상황이다.과거 8%대 고금리 후순위채를 발행했던 저축은행들은 2011~2012년 줄줄이 영업이 정지되면서 1만여명의 투자자가 2000억원이 넘는 돈을 잃었었다. 요즘 투자자들 사이에서는 이때의 악몽을 떠올리면서 과거 저축은행 사태가 재현될까 걱정하는 분위기가 형성됐다.다만, 금융권에서는 과거 저축은행 사태 이후 관련 규제가 강화됐기 때문에 과거와 같은 부실 위기가 촉발될 가능성은 적다는 시각도 있다.◇ 불안하다면, 경영 지표 따져보고 5000만원 이내로 분산 투자저축은행의 고금리 상품에 돈을 맡기려는 소비자들은 저축은행 인터넷 홈페이지나 금융감독원 공시를 통해 총자산과 부채, 자기자본, BIS 비율 등 건전성 지표를 살펴볼 필요가 있다.일반적으로 자본적정성을 나타내는 BIS 비율은 8%를 기준으로 이보다 높을수록 안전하다고 평가된다. 연체 기간이 3개월 이상인 고정이하여신액이 여신(대출)총액에서 차지하는 비중을 뜻하는 ‘고정이하여신비율’은 8% 아래로 낮을수록 안전하다고 평가된다.



그래픽=손민균총자산 규모 기준 상위 10위권 저축은행을 비교해보면, 3월 말 기준 BIS 비율이 가장 낮은 곳은 ▲애큐온저축은행(10.17%)이었고, 가장 높은 곳은 ▲SBI저축은행(14.36%)로 나타났다.10곳 중 고정이하여신비율이 가장 낮은 곳은 ▲다올저축은행(1.94%)이고, 가장 높은 곳은 ▲OK저축은행(7.57%)이다. 연체율은 1~4%대로, SBI저축은행의 연체율이 가장 낮았다.전국 79개 저축은행의 경영 정보를 비교해보면, 3월 말 공시 기준 고정이하여신비율 ‘경고등’이 켜진 곳은 ▲대원(40.23%) ▲대아(28.62%) ▲조흥(18.82%) ▲에스앤티(10.48%) 등 4곳이다.BIS 비율이 규제비율보다는 높아 안전한 수준이지만 다른 저축은행보다 상대적으로 낮은 곳은 ▲엠에스(9.71%) ▲CK(9.88%) 등이다. BIS 규제비율은 자산 1조원 이상은 8%, 자산 1조원 미만은 7%로 삼는다.



그래픽=손민균3월 말 기준 고정이하여신비율이 0%대인 저축은행은 ▲삼정 ▲CK ▲동원제일 ▲유안타 ▲DB 등 5곳으로 집계됐다. 고정이하여신비율 1%대 저축은행은 ▲오투 ▲KB ▲NH ▲BNK ▲하나 ▲더블 ▲흥국 ▲남양 ▲키움예스 ▲DH ▲다올 ▲신한 등 12곳이다.BIS비율이 가장 높은 곳은 ▲부림 ▲스타 ▲에스앤티 등 3곳으로 BIS비율이 30%대다. 그다음 ▲평택 ▲유안타 ▲푸른 ▲한성 ▲오성 ▲삼호 ▲드림 ▲우리금융 저축은행이 BIS비율이 20%대로 집계됐다.금융감독원에 따르면, 올해 6월말 기준 영업 중인 79개 저축은행의 총여신 연체율은 2.6%로 작년 말(2.5%)보다 0.1%포인트(p) 증가한 것으로 나타났다.79곳의 평균 BIS 비율은 12.88%로, 전년말(13.31%)보다 0.43%p 하락했으나, 규제비율(자산 1조원 이상 8%, 자산 1조원 미만 7%)보다는 높은 수준이다. 고정이하여신비율은 3.3%로, 작년 말보다 0.1%p 내렸다. 다만 이 지표는 잠정치로, 향후 저축은행별 결산 과정 등에서 바뀔 수 있다.



그래픽=손민균◇ 부동산 경기 위축… “PF대출 위기 도화선 될까 우려”저축은행권이 유동성을 확보하기 위해 금리를 올리는 출혈 경쟁을 하는 데다, ‘부동산 PF’ 부실화 위험도 잠재해 있는 것은 사실이다.프로젝트 파이낸싱(PF)은 부동산 개발사업 등 사업(프로젝트)에서 발생하는 현금 흐름, 사업성을 담보로 자금을 조달하는 방식이다. 부동산 PF는 만기가 짧고 담보 가치도 상대적으로 낮아 수익성이 높은 만큼 부실화 위험이 큰 특성이 있다.한국은행에 따르면 은행·보험·여전·저축은행·증권 등 전체 금융권의 PF대출 잔액은 지난 6월 말 기준 112조2000억원으로, 비(非)은행권의 PF대출 비중이 약 75%(83조9000억원)에 달한다.2011년 PF대출 부실 사태 이후 은행권은 PF대출을 크게 늘리지 않은 반면, 비은행권은 사업다각화를 위해 PF대출을 확대했다. 부동산 가격 상승과 투기 수요 증가로 주택 공급 부족 문제가 부각되면서 공급 물량이 늘어난 영향도 있다.새마을금고 부동산 PF잔액은 올해 3월말 기준으로 38조4000억원으로 보험사 다음으로 큰 규모다. 신협, 농협 등까지 포함할 경우 부동산 PF 규모는 금융업권 중 가장 많다.새마을금고는 비주택 부동산 대출 및 PF 부실화 위험이 커지자 대출 기준을 강화한 것으로 알려졌다. 새마을금고 부동산PF 연체율 6.3% 수준으로 여타 여신 대비 높은 것으로 평가된다. 금융권에선 저축은행 사태 이후 규제가 강화했기 때문에 저축은행보다 캐피털 업권의 리스크가 더 크다는 진단도 있다.



2012년 5월 금융당국의 영업 정지 조치로 셔터를 내린 채 문이 굳게 닫혀 있는 서울의 한 저축은행 지점 앞에 예금자들이 모여 있다. /조선일보DB위지원 한국신용평가 금융·구조화평가본부 실장은 “여전사(여신전문금융사)의 경우 전체 기업대출 중 부동산 관련 대출 비중이 70%를 웃돌고, 작년 말 상호금융, 여전, 저축은행의 기업대출 중 부동산 관련 대출 비중이 50%에 달했다”면서 “올해 3월말 기준으로 은행을 제외한 여전, 저축은행, 보험의 PF대출 연체율이 증가했는데, 이런 추세가 장기화할 경우 2023년 이후의 대응이 어려울 가능성도 있다”고 말했다.서영수 키움증권 금융 총괄 애널리스트는 “상대적으로 자체 유동성 위험이 더 큰 A등급 캐피털과 비은행계 캐피털의 PF만기 리스크도 크다”고 지적했다. 만기가 도래하면서 부실 사업장의 위험이 드러날 수 있다는 의미다.서 총괄은 “부동산 시장 거품(버블)이 주택 공급 확대를 초래하고 그만큼 부동산 PF 시장도 급성장해 이번 부동산 시장 침체기에 가장 먼저 수면 위로 부상하는 금융은 부동산 PF가 될 수밖에 없다”고 경고했다.한편, 금융감독원은 저축은행의 PF대출을 비롯해 제2금융권을 중심으로 손실 흡수능력 제고 및 유동성 확보 등 대응 방안을 재점검하기로 했다. 지난 7월 금감원이 발표한 저축은행 PF대출 사업장 1174곳을 점검한 결과에서 실제 공사가 중단된 PF대출 사업장은 24곳이었다. 또 공정률과 분양률 등이 저조한 ‘요주의 사업장’에 대한 대출 규모는 2조2000억원으로 분석됐다.앞서 이복현 금감원장은 저축은행업계와의 간담회에서 “PF사업장의 공사 중단‧지연 가능성에 대비해 현장실사 등 점검주기를 단축하고 공정률, 분양률 등을 반영한 사업성 평가를 철저히 해 달라”고 주문한 바 있다.​






 



​",['요즘 계속 저축은행 금리상승으로 인해 예금을 갈아타고 있는데 건전성을 살펴보면서 옥석을 가려서 가입해야겠네요.']
SBI저축은행 적금, 1억정도 한두달 보관하려면.. ,2023.10.31. 21:20,밤새 까페에서 열공했어요!ㅎㅎ남원주농협 1개월 3.8% 단기예금 가입할 예정입니다많이 알려주셔서 감사합니다.​---​정말 아무것도 몰라서요ㅠㅠ.. 예금 짧은게 나은지cma 넣을지.. 아님 적금..??​한두달안에 공사비 써야하는데cma는 출금하려니 며칠 걸리더라구요.바로 뺄 수 있는 cma도 있나요?? 없다면 그냥 예금이나 파킹통장이 나을 거 같은데... 그죠? ​정말 잘 몰라서요. 찾아보고는 있는데.. 몇가지 추천해주실 분..감사드립니다,['파킹통장 사이다 1억한도 3.5%']
