,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,이자지급,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
39,고려저축은행,보고파 파킹통장 개인(대면/비대면),,0.027,,,0.033,,,5000만원초과,매월 셋째주 토요일 결산기준일로 하여 다음날 원금에 가산,,,카드사용,만17세 이상 (비거주 외국인 외 제한없음) / 1인1계좌만 개설 가능,온라인,,,4,," 
* 기타 : 0.1% [흥국생명 또는 흥국화재 보험 가입서 제출시(파킹통장 개설일 이전 보험 가입분도 해당)→ 보험가입자가 흥국생명 또는 흥국화재 콜센터 등에서 보험계약을 확인할 수 있는 서류 (보험 가입증명서 등)를 발급 후 당행 제출 시 익일부터 우대금리 적용, <간편송금(카카오톡) 또는 간편결제(네이버페이, 카카오페이, 토스페이, 페이코)에 보고파 파킹통장 계좌등록 후 월1회 이상 사용실적(충전포함) 시 익월 1개월간 우대금리 적용>으로 대체가능]
* 최초거래 : 0.1% [당행 적금 월10만원 이상 또는 예금100만원 이상 신규가입(파킹통장 개설일 이후 예/적금 가입분만 해당)→ 예·적금 가입 익일부터 우대금리 적용]
* 자동이체 : 0.1% [당행대출이용자 중 보고파 파킹통장을 내부자동이체 등록→ 이체동의서 작성 후 당행 제출시 익일부터 우대금리 적용]
* 해당은행 : 0.1% [업무 제휴카드 발급시→ 가입 URL, QR코드를 제공받아 카드발급 시 익월 첫영업일부터 우대금리 적용(직전 6개월 이내 제휴사 카드 미사용 고객만 해당)]",,,0.1%,,0.1%,,,,0.1%,,,,,0.1%,,,,,,
40,JT친애저축은행,비대면 플러스입출금통장,,0.033,,,0.033,,,30000만원이하,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,비대면 계좌 개설 이용고객,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
41,JT친애저축은행,비대면 플러스입출금통장,,0.001,,,0.033,,,30000만원초과,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,비대면 계좌 개설 이용고객,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
42,JT친애저축은행,플러스입출금통장,,0.033,,,0.033,,,30000만원이하,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,개인,영업점,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
43,JT친애저축은행,플러스입출금통장,,0.001,,,0.033,,,30000만원초과,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,개인,영업점,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
44,애큐온저축은행,머니쪼개기,,0.032,,,0.032,,,1일이상,"이자계산 기준일에 계산하여 기준일 익일 지급
이자계산 기준일 : 매월 세번째 금요일
이자 원가일 : 이자계산 기준일 익일",,,,애큐온모바일자유예금을 보유한 실명의 개인,온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 이 상품은 비즈니스모듈(Treasury기획유닛 )에서 관리하는 상품입니다.",4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
45,웰컴저축은행,WELCOME PLUS 보통예금,,0.019,,,0.032,,,5000만원이하,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,"카드사용, 공과금연동",개인고객(1인 1계좌),상관없음,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 조건1의 체크카드 이용실적에는 SB HI 체크카드로 결제된 국민지원금 사용액이 포함됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,"* 카드실적 : 0.5% [당월 체크카드 이용실적 10만원 이상 사용]
* 자동이체 : 0.5% [당월 이 예금을 연결하여 당월 CMS 또는 지로 자동납부 1건 이상 실적이 있는 경우]
* 마케팅동의 : 0.3% [당월 개인정보 수집이용(마케팅 이용목적 등) 및 멤버십 가입이용 동의하는 경우]",,0.3%,0.5%,0.5%,,,,,,,,,,,,,,,,
46,웰컴저축은행,WELCOME PLUS 보통예금,,0.019,,,0.032,,,5000만원초과,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,"카드사용, 공과금연동",개인고객(1인 1계좌),상관없음,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 조건1의 체크카드 이용실적에는 SB HI 체크카드로 결제된 국민지원금 사용액이 포함됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,* 마케팅동의 : 0.3% [당월 개인정보 수집이용(마케팅 이용목적 등) 및 멤버십 가입이용 동의하는 경우],,0.3%,,,,,,,,,,,,,,,,,,
47,웰컴저축은행,WELCOME 직장인사랑 보통예금,,0.017,,,0.032,,,5000만원이하,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,"급여연동, 공과금연동",만 19세 이상 실명의 개인(1인 1계좌),상관없음,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,"* 급여이체 : 0.5% [100만원 이상 급여이체 실적이 있는 경우]
* 자동이체 : 0.5% [당월 이 예금을 연결하여 CMS 또는 지로 자동납부 1건이상 실적이 있는 경우]
* 마케팅동의 : 0.5% [당월 개인정보 수집이용(마케팅 이용목적 등) 및 멤버십 가입이용 동의하는 경우]",0.5%,0.5%,0.5%,,,,,,,,,,,,,,,,,
48,웰컴저축은행,WELCOME 직장인사랑 보통예금,,0.017,,,0.032,,,5000만원초과,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,"급여연동, 공과금연동",만 19세 이상 실명의 개인(1인 1계좌),상관없음,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,* 마케팅동의 : 0.5% [당월 개인정보 수집이용(마케팅 이용목적 등) 및 멤버십 가입이용 동의하는 경우],,0.5%,,,,,,,,,,,,,,,,,,
49,웰컴저축은행,웰뱅 모두페이 통장,,0.007,,,0.032,,,50만원이하,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,,개인고객(1인 1계좌),온라인,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서 및 특약에 따라 간편결제(Pay) 업체가 제외될 경우 변경일 1개월 전에 게시하나, 간편결제(Pay) 업체의 폐업 등의 부득이한 사유가 발생할 경우 해당 사실을 즉시 영업점 및 홈페이지를 통해 변경 사실을 게시하고 이를 1개월 이상 유지합니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,* 기타 : 2% [당월 이 예금을 연결하여 이용한 간편결제 거래실적 10만원 이상],,,,,,,,,,,,,,['2%'],,,,,,
50,웰컴저축은행,웰뱅 모두페이 통장,,0.012,,,0.032,,,50만원초과~500만원이하,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,,개인고객(1인 1계좌),온라인,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서 및 특약에 따라 간편결제(Pay) 업체가 제외될 경우 변경일 1개월 전에 게시하나, 간편결제(Pay) 업체의 폐업 등의 부득이한 사유가 발생할 경우 해당 사실을 즉시 영업점 및 홈페이지를 통해 변경 사실을 게시하고 이를 1개월 이상 유지합니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,* 기타 : 2% [당월 이 예금을 연결하여 이용한 간편결제 거래실적 10만원 이상],,,,,,,,,,,,,,['2%'],,,,,,
51,웰컴저축은행,웰뱅 모두페이 통장,,0.007,,,0.032,,,500만원초과,매월 셋째주(토요일 기준) 토요일의 직전 영업일에 결산 후 익일에 지급 (원금에 가산),,,,개인고객(1인 1계좌),온라인,,"• 기본금리 및 우대금리는 변동금리이며 변동 시 영업점 및 인터넷 홈페이지에 고시됩니다.
• 구글 플레이스토어 또는 앱스토어에서 웰컴디지털뱅크(웰컴저축은행) APP을 다운받아 계좌개설이 가능합니다. 단, 비대면 계좌개설 방침에 따라 가입이 제한될 수 있습니다.
• 이 설명서 및 특약에 따라 간편결제(Pay) 업체가 제외될 경우 변경일 1개월 전에 게시하나, 간편결제(Pay) 업체의 폐업 등의 부득이한 사유가 발생할 경우 해당 사실을 즉시 영업점 및 홈페이지를 통해 변경 사실을 게시하고 이를 1개월 이상 유지합니다.
• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조제1항, 동 법 시행령 제14조제1항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 약정 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
52,OSB저축은행,E-보통예금,,0.032,,,0.032,,,10000만원이하,"매분기(3, 6, 9, 12월) 지급",,,,"만 18세 이상 개인 및 개인사업자 (1인 1계좌), 법인 제외",영업점,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
53,OSB저축은행,E-보통예금,,0.002,,,0.032,,,10000만원초과,"매분기(3, 6, 9, 12월) 지급",,,,"만 18세 이상 개인 및 개인사업자 (1인 1계좌), 법인 제외",영업점,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
54,OSB저축은행,S-보통예금,,0.032,,,0.032,,,5000만원이하,"매분기(3, 6, 9, 12월) 지급",,,,만 19세 이상 실명의 개인 및 개인사업자,온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
55,OSB저축은행,S-보통예금,,0.032,,,0.032,,,10000만원이하,"매분기(3, 6, 9, 12월) 지급",,,,만 19세 이상 실명의 개인 및 개인사업자,온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
56,OSB저축은행,S-보통예금,,0.002,,,0.032,,,10000만원초과,"매분기(3, 6, 9, 12월) 지급",,,,만 19세 이상 실명의 개인 및 개인사업자,온라인,,,4,,우대사항없음,,,,,,,,,,,,,,,,,,,,
57,다올저축은행,Fi 저축예금,,0.029,,,0.031,,,제한없음,"월별 이자지급
매월 셋째주 토요일을 결산기준일로 하여 결산기준일 익일에 원금에 가산
최초예금일 또는 지난 원가일부터 결산기준일까지의 기간을 이자계산 기간으로 하며, 매일의 최종잔액에 대하여 금리 적용",,,,개인,상관없음,,"- 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
- 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
- 제한 사항 : 계좌에 압류, 가압류,질권설정 등이 등록될 경우 원금 및 이자지급 제한, 예금잔액증명서 발급당일은 잔액변동 불가 등
- 본 상품은 변동금리이므로, 이율이 변경되는 경우 변경일부터 변경된 이율이 즉시 적용됩니다. 또한 변경일 이전 가입한 계좌를 포함하여 전 계좌에 적용됩니다.
- 최근(20영업일 이내) 타금융회사 입출금예금을 개설한 경우 본 상품의 가입이 제한됩니다.
- Fi 저축예금 비대면 가입은 SB톡톡+, 다올디지털뱅크 Fi(파이) 다운로드 후 비대면 실명확인을 통하여 가입 가능하며, 무통장으로 개설됩니다.",3,,"* 비대면 : 0.1% [SB톡톡+, 다올디지털뱅크 Fi사용시 0.2% 가산]",,,,,,,0.1%,,,,,,,,,,,,,
58,푸른저축은행,e-푸른 보통예금,,0.03,,,0.03,,,1000000만원이하,"매분기(3, 6, 9, 12월) 지급하여 원금에 이자 가산",,,,제한 없음,영업점,,,1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
59,JT친애저축은행,비대면저축예금,,0.03,,,0.03,,,제한없음,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,비대면 계좌 개설 이용고객,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
60,JT친애저축은행,저축예금,,0.03,,,0.03,,,제한없음,매월 이자 지급 (매월 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산),,,,개인,영업점,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
61,IBK저축은행,IBKSB e-파킹통장,,0.025,,,0.03,,,5000만원이하,"매분기(3, 6, 9, 12월) 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산",,,,"개인, 만 19세 이상(1인 1계좌 가입 가능)",온라인,,"• 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
• 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
• 이율 및 세율 변동에 따라 거래 해지시 수령액이 달라질 수 있습니다.
• 비대면 가입상품 창구 거래시 수수료 발생 할 수 있습니다.
• IBK저축은행 고객센터(1522-7900) 또는 인터넷홈페이지(www.ibksb.co.kr)에 문의하여 주시기 바랍니다.",5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
62,IBK저축은행,IBKSB e-파킹통장,,0.03,,,0.03,,,5000만원초과,"매분기(3, 6, 9, 12월) 셋째주 토요일을 결산기준일로 하여 다음날 원금에 가산",,,,"개인, 만 19세 이상(1인 1계좌 가입 가능)",온라인,,"• 계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
• 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.
• 이율 및 세율 변동에 따라 거래 해지시 수령액이 달라질 수 있습니다.
• 비대면 가입상품 창구 거래시 수수료 발생 할 수 있습니다.
• IBK저축은행 고객센터(1522-7900) 또는 인터넷홈페이지(www.ibksb.co.kr)에 문의하여 주시기 바랍니다.",5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
63,페퍼저축은행,페퍼룰루 파킹통장,,0.03,,,0.03,,,300만원이하,"매 분기 마지막월(3월,6월,9월,12월)의 세번째 토요일까지 계산된 이자를 다음날에 원금에 가산",,,,개인,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
64,페퍼저축은행,페퍼룰루 파킹통장,,0.022,,,0.03,,,300만원초과~20000만원이하,"매 분기 마지막월(3월,6월,9월,12월)의 세번째 토요일까지 계산된 이자를 다음날에 원금에 가산",,,,개인,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
65,페퍼저축은행,페퍼룰루 파킹통장,,0.005,,,0.03,,,20000만원초과,"매 분기 마지막월(3월,6월,9월,12월)의 세번째 토요일까지 계산된 이자를 다음날에 원금에 가산",,,,개인,온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
66,한국투자저축은행,더드림 파킹통장,,0.03,,,0.03,,,5000만원이하,매 분기 마지막 월 셋째 주 토요일을 결산 기준일로 하여 결산 기준일 익일에 원가,,,,"(영업점) 실명의 개인
(KEY뱅크) 만19세이상,실명의 내국인(개인)
※ 1인 1계좌 제한",상관없음,,"· 최근(20영업일 이내) 타금융회사(저축은행 포함) 입출금예금을 개설한 경우 서비스 가입이 제한됩니다.
· 선착순 1만계좌 마감시 별도 안내 없이 가입이 제한됩니다.
· 계약 체결 전 상품설명서 및 약관을 확인 하시기 바랍니다.
· 해당상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해하신 후 거래하시기 바랍니다.
· 최초 개설시 1회,1일 출금/이체 한도 1백만원 제한 자동 설정되며, 한도제한 해제를 위하여 본인 확인 및 증빙서류(재직증명서, 급여명세표,공과금 납부 영수증, 관리 영수증 등)제출이 필요합니다.
· 전자금융개설 시점(입금시점) 이율이 적용되오니, 신청 당일 계좌 미개설시 이율이 변동될 수 있습니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
67,한국투자저축은행,더드림 파킹통장,,0.002,,,0.03,,,5000만원초과,매 분기 마지막 월 셋째 주 토요일을 결산 기준일로 하여 결산 기준일 익일에 원가,,,,"(영업점) 실명의 개인
(KEY뱅크) 만19세이상,실명의 내국인(개인)
※ 1인 1계좌 제한",상관없음,,"· 최근(20영업일 이내) 타금융회사(저축은행 포함) 입출금예금을 개설한 경우 서비스 가입이 제한됩니다.
· 선착순 1만계좌 마감시 별도 안내 없이 가입이 제한됩니다.
· 계약 체결 전 상품설명서 및 약관을 확인 하시기 바랍니다.
· 해당상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해하신 후 거래하시기 바랍니다.
· 최초 개설시 1회,1일 출금/이체 한도 1백만원 제한 자동 설정되며, 한도제한 해제를 위하여 본인 확인 및 증빙서류(재직증명서, 급여명세표,공과금 납부 영수증, 관리 영수증 등)제출이 필요합니다.
· 전자금융개설 시점(입금시점) 이율이 적용되오니, 신청 당일 계좌 미개설시 이율이 변동될 수 있습니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
68,삼정저축은행,보통예금2,,0.002,,,0.03,,,100000만원미만,"분기별 이자 계산 (3월,6월,9월,12월)",,,,"개인, 법인",상관없음,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
69,삼정저축은행,보통예금2,,0.003,,,0.03,,,100000만원이상~300000만원미만,"분기별 이자 계산 (3월,6월,9월,12월)",,,,"개인, 법인",상관없음,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
70,삼정저축은행,보통예금2,,0.005,,,0.03,,,300000만원이상~500000만원미만,"분기별 이자 계산 (3월,6월,9월,12월)",,,,"개인, 법인",상관없음,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
71,삼정저축은행,보통예금2,,0.03,,,0.03,,,500000만원이상,"분기별 이자 계산 (3월,6월,9월,12월)",,,,"개인, 법인",상관없음,,"계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.
해당 상품에 대한 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
72,IBK기업은행,IBK내사업처음통장,,0.03,,,0.03,,,500만원이하,"예금의 이자는 매년 3월, 6월, 9월, 12월 3번째주 토요일에 계산하여 그 다음 일에 원금에 더함",,,,"사업자등록증상의 사업개시일로부터 6개월 이내 법인 및 개인사업자
※ 사업자번호별 1개 계좌만 가입 가능, 공동명의, 임의단체 가입 및 양수도 불가",상관없음,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법·관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다.(☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
73,IBK기업은행,IBK내사업처음통장,,0.001,,,0.03,,,500만원초과,"예금의 이자는 매년 3월, 6월, 9월, 12월 3번째주 토요일에 계산하여 그 다음 일에 원금에 더함",,,,"사업자등록증상의 사업개시일로부터 6개월 이내 법인 및 개인사업자
※ 사업자번호별 1개 계좌만 가입 가능, 공동명의, 임의단체 가입 및 양수도 불가",상관없음,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 및 IBK기업은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있으며 세법·관계법령, 약관 등이 변경되는 경우 변경된 내용이 적용됩니다.
동 상품과 관련하여 자세한 문의는 거래 영업점 또는 고객센터(1566-2566)로 문의주시기 바라오며, 상품가입 후 민원이 있을 경우 거래 영업점, 금융소비자지원부(080-800-0119) 또는 인터넷 홈페이지(www.ibk.co.kr)에 문의할 수 있습니다. 영업점 등을 통해 은행에 접수된 민원은 특별한 사정이 없는 한 14영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내받으실 수 있으며, 금융소비자는 본 상품에 대해 당 은행과 분쟁이 있는 경우에는 금융소비자보호법 제36조 제1항에 따라 금융감독원 민원상담 센터(국번없이 1332) 또는 e-금융민원센터(http://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.
IBK기업은행은 금품·향응을 받지 않습니다. 윤리경영 위반 사실이나 개선이 필요한 경우 신고해주시기 바랍니다.(☎02-729-7490, e-mail : ibkethics@ibk.co.kr)",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
