financial_company,product_name,saving_method,interest_rate_before_tax,interest_rate_after_tax,example_interest_after_tax,highest_preferential_rate,actual_interest_rate,interest_calculation_method,period,comparison_announcement_date,contact_department_and_number,preferential_conditions,eligible_customers,subscription_method,post_maturity_interest_rate,additional_notes,rating,cluster_number,preferential_conditions_summary,salary_transfer,marketing_consent,automatic_transfer,card_performance,first_transaction,housing_subscription,non_face_to_face,branch,specific_bank,transfer_count,maturity,variable_interest_rate,event,others,age,environment,newlywed,pet_owner,office_worker,travel
더블저축은행,정기적금,정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-06-27,영업6팀 0622207236,없음,제한없음,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
더블저축은행,정기적금(인터넷뱅킹비대면),정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-06-27,영업6팀 0622207236,없음,제한없음,온라인,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
동양저축은행,정기적금,정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-03-28,(기업금융팀 062-720-0866),없음,제한없음,영업점,"1개월내:가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리 적용
1개월후:보통예금 금리와 동일",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
동양저축은행,정기적금(비대면 인터넷뱅킹 스마트폰뱅킹),정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-03-28,(기업금융팀 062-720-0866),없음,제한없음,온라인,"1개월내:가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리 적용
1개월후:보통예금 금리와 동일",없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
조흥저축은행,정기적금,정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-05-19,수신팀 0556454411,-,제한없음,온라인,"만기후1개월이내 약정금리와 현행고시금리중 낮은 이율
1개월초과시 보통예금 이자율 적용",제한없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
청주저축은행,정기적금,정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-11-06,(총무팀043-256-9114),없음,제한없음,모두가능,만기 후 : 1%,제한없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
청주저축은행,펫팸정기적금_천안지점,정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-11-06,(총무팀043-256-9114),본 상품 가입 시 우대금리 0.2% 적용,반려동물을 키우는 지점방문고객(개인),영업점,만기 후 : 1%,제한없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
키움예스저축은행,키워드림 e-정기적금 (인터넷뱅킹 스마트뱅킹),정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-02-16,회계팀 0261811586,-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.80%,4.06%,26395,4.80%,,단리,12개월,2023-02-16,회계팀 0261811586,-,제한없음,온라인,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대신저축은행,스마트정기적금,정액적립식,4.70%,3.98%,25845,4.70%,,단리,12개월,2023-07-03,경영지원부 1644-5600,없음,스마트뱅크 가입고객,온라인,"* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%)",가입채널 제한 (모바일앱전용상품),4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대신저축은행,정기적금,정액적립식,4.70%,3.98%,25845,4.70%,,단리,12개월,2023-07-03,경영지원부 1644-5600,없음,모든고객,모두가능,"* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율
* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%)",없음,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대한저축은행,정기적금,정액적립식,4.70%,3.98%,25845,4.70%,,단리,12개월,2023-09-21,영업1본부 062-520-5935,없음,제한없음,모두가능,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",해당없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대한저축은행,정기적금-인터넷,정액적립식,4.70%,3.98%,25845,4.70%,,단리,12개월,2023-09-21,영업1본부 062-520-5935,없음,제한없음,온라인,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",해당없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
금화저축은행,비대면-정기적금,정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-11-10,경영지원팀032-452-6043,-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
금화저축은행,e-정기적금,정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-11-10,경영지원팀032-452-6043,-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
금화저축은행,e-행복더드림정기적금,정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-11-10,경영지원팀032-452-6043,인터넷 모바일 전용상품,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율","- 인터넷 및 모바일뱅킹 전용 상품
- 1인당 최고 월 100만원 불입 가능",1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK저축은행,정기적금,정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-11-07,영업부0332528411,없음,제한없음,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK저축은행,정기적금,정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-06-19,영업부0332528411,없음,제한없음,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK저축은행,정기적금(인터넷모바일비대면),정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-11-07,영업부0332528411,없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK저축은행,정기적금(인터넷모바일비대면),정액적립식,4.60%,3.89%,25295,4.60%,,단리,12개월,2023-06-19,영업부0332528411,없음,제한없음,온라인,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
고려저축은행,마이버킷 정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-10-20,영업추진팀051-640-9023,-,제한없음,온라인,"-1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
-1개월초과: 보통예금이자율(현재0.1%)","-고뱅크 어플 전용상품
-1인당 최대 100만원까지 가입가능
-1인1계좌 제한
-가입기간 : 6개월~12개월",4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
금화저축은행,정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-11-10,경영지원팀032-452-6043,창구전용상품,제한없음,영업점,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,e-정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-02-13,영업부0415379000,없음,제한없음,온라인,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,e-정기적금,정액적립식,4.50%,3.81%,25036,4.50%,,복리,12개월,2023-02-13,영업부0415379000,없음,제한없음,온라인,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,SB톡톡-정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-02-13,영업부0415379000,없음,제한없음,온라인,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아산저축은행,SB톡톡-정기적금,정액적립식,4.50%,3.81%,25036,4.50%,,복리,12개월,2023-02-13,영업부0415379000,없음,제한없음,온라인,1개월 내 : 가입시점 만기시점 비교 낮은 단리이율 적용 이후 보통예금 금리 적용,없음,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
예가람저축은행,직장인 Plus정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-10-04,영업추진팀 공시담당:0269067000 상품문의:1877-7788,현재 재직중인 직장인 (사원증 및 명함 지참시),재직중인 직장인,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인성저축은행,정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-02-17,경영기획부 032-865-3911,없음,-제한없음,영업점,-보통예금이율 0.1%,-없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인성저축은행,e-정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-02-17,경영기획부 032-865-3911,없음,-만19세이상의 개인,온라인,-보통예금이율 0.1%,-통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
키움예스저축은행,키워드림 정기적금,정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-02-16,회계팀 0261811586,*인터넷뱅킹 스마트뱅킹 비대면 가입시 우대금리 적용,제한없음,영업점,"*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
키움저축은행,e-plus 정기적금 (인터넷뱅킹스마트뱅킹),정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,없음,개인 및 개인사업자,온라인,"-만기후 1개월 이내
당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)
※2019년 7월 1일 이후 신규 가입 계좌에 한함.",인터넷 가입,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
키움저축은행,SB톡톡정기적금 (비대면),정액적립식,4.50%,3.81%,24746,4.50%,,단리,12개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,없음,제한없음,온라인,"-만기후 1개월 이내
당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)
※2019년 7월 1일 이후 신규 가입 계좌에 한함.",비대면,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이비저축은행,KB착한누리적금,정액적립식,4.50%,3.81%,24746,5.00%,,단리,12개월,2023-04-14,영업추진부 0221468265,인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용,기초생활수급자 소년소녀가장 한부모가족지원보호대상자 새터민 만65세이상 차상위계층 장애인연금·장애수당·장애아동수당 대상자,모두가능,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-12개월 가입가능
- 가입금액:1만원이상~30만원이하
- 증빙서류제출후가입",4,,* 비대면 : 0.5% [인터넷 모바일],NA,NA,NA,NA,NA,NA,0.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이비저축은행,KB착한누리적금,자유적립식,4.50%,3.81%,-,5.00%,,단리,12개월,2023-04-14,영업추진부 0221468265,인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용,기초생활수급자 소년소녀가장 한부모가족지원보호대상자 새터민 만65세이상 차상위계층 장애인연금·장애수당·장애아동수당 대상자,모두가능,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-12개월 가입가능
- 가입금액:1만원이상~30만원이하
- 증빙서류제출후가입",4,,* 비대면 : 0.5% [인터넷 모바일],NA,NA,NA,NA,NA,NA,0.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이비저축은행,KB착한누리적금,정액적립식,4.50%,3.81%,25036,5.00%,,복리,12개월,2023-04-14,영업추진부 0221468265,인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용,기초생활수급자 소년소녀가장 한부모가족지원보호대상자 새터민 만65세이상 차상위계층 장애인연금·장애수당·장애아동수당 대상자,모두가능,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-12개월 가입가능
- 가입금액:1만원이상~30만원이하
- 증빙서류제출후가입",4,,* 비대면 : 0.5% [인터넷 모바일],NA,NA,NA,NA,NA,NA,0.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이비저축은행,KB착한누리적금,자유적립식,4.50%,3.81%,-,5.00%,,복리,12개월,2023-04-14,영업추진부 0221468265,인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용,기초생활수급자 소년소녀가장 한부모가족지원보호대상자 새터민 만65세이상 차상위계층 장애인연금·장애수당·장애아동수당 대상자,모두가능,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-12개월 가입가능
- 가입금액:1만원이상~30만원이하
- 증빙서류제출후가입",4,,* 비대면 : 0.5% [인터넷 모바일],NA,NA,NA,NA,NA,NA,0.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
예가람저축은행,2030 Start정기적금,정액적립식,4.40%,3.72%,24196,4.40%,,단리,12개월,2023-10-04,영업추진팀 공시담당:0269067000 상품문의:1877-7788,만20~39세 고객 (생일기준),만20~39세 고객 (생일기준),영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국투자저축은행,비대면 정기적금,정액적립식,4.35%,3.68%,23921,4.35%,,단리,12개월,2023-10-30,예금/대출 문의 1577-6333 공시부서(영업지원팀)031-788-0306,- 없음,제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국투자저축은행,스마트뱅킹 정기적금,정액적립식,4.35%,3.68%,23921,4.35%,,단리,12개월,2023-10-30,예금/대출 문의 1577-6333 공시부서(영업지원팀)031-788-0306,- 없음,제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국투자저축은행,스마트뱅킹 정기적금(자유적립식),자유적립식,4.35%,3.68%,-,4.35%,,단리,12개월,2023-10-30,예금/대출 문의 1577-6333 공시부서(영업지원팀)031-788-0306,- 없음,제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국투자저축은행,인터넷정기적금,정액적립식,4.35%,3.68%,23921,4.35%,,단리,12개월,2023-10-30,예금/대출 문의 1577-6333 공시부서(영업지원팀)031-788-0306,- 없음,제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국투자저축은행,인터넷정기적금(자유적립식),자유적립식,4.35%,3.68%,-,4.35%,,단리,12개월,2023-10-30,예금/대출 문의 1577-6333 공시부서(영업지원팀)031-788-0306,- 없음,제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 없음,1,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
고려저축은행,보고파 정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-07-20,영업추진팀051-640-9023,-,만19세이상 개인(내국인만 가능),온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)","1. 1인당 가입한도 : 월 최대 100만원
2. 비대면 가입 전용상품
3. 1인1계좌 제한",4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
고려저축은행,정기적금(비대면),정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-02-02,영업추진팀051-640-9023,-,제한없음,온라인,"*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%)",-,4,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다올저축은행,Fi 정기적금 (비대면),정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-03-03,(고객문의) 1544-6700 (공시담당) 기획팀,※유의사항 : 인터넷뱅킹모바일뱅킹(다올디지털뱅크_Fi/SB톡톡)으로 가입가능,제한없음,온라인,"- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1%","* 중도해지이율 (입금액마다 경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리
- 6개월미만 : 약정이율X50%
- 9개월미만 : 약정이율X55%
- 12개월미만 : 약정이율X60%
- 12개월이상 : 약정이율X70%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,인터넷 정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,온라인,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-인터넷 전용,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,영업점,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
드림저축은행,톡톡 정기적금 (비대면),정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-11-06,경영지원부 053-663-5027,-,- 제한없음,온라인,"-1개월 이내: 공시이율과 약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리","-스마트폰
전용",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
세람상호저축은행,비대면 정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-11-07,기획팀 031-822-1623,-,제한없음,모두가능,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
안국저축은행,정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-10-31,(여신팀031-941-7271),없음,제한없음,영업점,0.002,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
안국저축은행,정기적금(비대면),정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-10-31,(여신팀031-941-7271),없음,제한없음,온라인,0.002,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
안국저축은행,e-정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-10-31,(여신팀031-941-7271),없음,제한없음,온라인,0.002,없음,5,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
예가람저축은행,정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-10-04,영업추진팀 공시담당:0269067000 상품문의:1877-7788,없음,제한없음,영업점,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",영업점 전용상품,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
예가람저축은행,Hi!예가람 e정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-10-04,영업추진팀 공시담당:0269067000 상품문의:1877-7788,비대면가입,제한없음,온라인,"* 만기후 1개월 이내 : 가입당시 약정금리
* 만기후 1개월 초과 : 보통예금금리",인터넷뱅킹 스마트폰,3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오투저축은행,비대면 정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-08-01,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오투저축은행,E-정기적금,정액적립식,4.30%,3.64%,23646,4.30%,,단리,12개월,2023-08-01,수신팀 (042-712-0260),-,제한없음,온라인,"1. 2019년 7월 1일 이전 신규
-보통예금 이율

2. 2019년 7월 1일 신규분 부터
-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율
-1개월 초과: 보통예금 이율","중도해지이율
-1개월 미만: 보통예금이율
-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%
-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%
-12개월 이상: 계약일의 계약기간별 약정이율의 70%",3,,우대사항없음,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
